time,aqi,pm2_5,pm10,co,no2,o3,so2,complexindex,rank,primary_pollutant,temp,humi,windlevel,winddirection,weather
2021-06-17,50.0,7,27,0.4,16,99,3,1.75446,103,—,26.000,51.304,2.609,,晴
2021-06-18,45.0,5,26,0.2,19,89,3,1.64554,217,—,27.792,27.333,2.500,,晴
2021-06-19,50.0,8,34,0.3,23,99,3,2.03304,232,—,28.583,25.458,2.292,,晴
2021-06-20,62.0,10,37,0.2,24,114,3,2.22679,225,O3,29.542,25.500,2.292,,晴
2021-06-21,122.0,18,66,0.5,24,184,4,3.39881,285,O3,28.522,36.739,2.739,,晴
2021-06-22,117.0,15,45,0.5,17,178,3,2.78393,183,O3,27.417,43.333,2.208,,晴
2021-06-23,65.0,18,34,0.4,20,117,2,2.36458,117,O3,23.292,62.042,1.875,,阴
2021-06-24,87.0,24,47,0.6,25,144,2,3.06548,71,O3,24.217,62.217,1.304,,阴
2021-06-25,80.0,30,49,0.8,17,135,3,3.07589,253,O3,24.087,79.348,2.087,,阴
2021-06-26,87.0,21,41,0.7,14,144,3,2.66071,136,O3,22.870,82.087,2.130,,大雨
2021-06-27,120.0,26,49,0.7,15,181,3,3.17411,268,O3,27.417,65.708,1.792,,晴
2021-06-28,123.0,32,55,0.8,16,185,3,3.50625,296,O3,25.882,72.294,1.588,,晴
2021-06-29,61.0,26,41,0.6,12,113,3,2.53482,258,O3,25.556,78.222,2.556,,晴
2021-06-30,91.0,14,28,0.5,10,149,3,2.15625,143,O3,25.333,77.208,2.083,,阴
2021-07-01,82.0,12,28,0.4,12,138,3,2.05536,130,O3,23.042,78.292,2.167,,阴
2021-07-02,101.0,11,25,0.4,11,161,2,2.08601,121,O3,24.458,71.625,1.875,,阴
2021-07-03,81.0,7,16,0.4,10,137,3,1.68482,253,O3,23.917,77.167,1.958,,阴
2021-07-04,68.0,10,24,0.4,15,121,3,1.90982,77,O3,27.542,62.833,1.958,,阴
2021-07-05,80.0,11,29,0.4,19,136,3,2.20357,193,O3,25.792,74.000,1.833,,阴
2021-07-06,94.0,12,22,0.5,11,152,3,2.05714,154,O3,24.583,82.333,1.625,,晴
2021-07-07,111.0,21,41,0.6,16,172,3,2.86071,237,O3,27.625,74.000,1.875,,阴
2021-07-08,87.0,12,32,0.5,17,144,2,2.28333,156,O3,27.125,67.458,2.167,,晴
2021-07-09,125.0,17,39,0.6,16,187,2,2.79494,173,O3,27.792,68.625,1.792,,晴
2021-07-10,117.0,31,68,0.9,20,178,2,3.72798,315,O3,28.625,73.042,1.750,,阴
2021-07-11,99.0,25,49,0.8,14,158,2,2.98512,313,O3,28.208,76.833,2.000,,阴
2021-07-12,30.0,4,6,0.5,8,59,3,0.94375,67,—,23.333,95.333,2.542,,阴
2021-07-13,55.0,9,18,0.6,13,105,3,1.69554,3,O3,26.292,86.375,1.792,,阴
2021-07-14,90.0,20,35,0.7,13,147,3,2.54018,116,O3,27.917,81.792,2.000,,晴
2021-07-15,88.0,26,43,0.9,12,145,3,2.83839,244,O3,28.792,78.333,1.958,,晴
2021-07-16,66.0,17,32,0.7,11,119,2,2.16994,233,O3,27.375,78.042,2.083,,小雨
2021-07-17,32.0,12,22,0.6,10,64,3,1.50714,132,—,26.958,81.875,2.625,,阴
2021-07-18,36.0,16,26,0.6,12,71,3,1.77232,65,—,25.875,89.292,1.708,,阴
2021-07-19,63.0,17,29,0.5,13,115,2,2.10208,164,O3,26.542,83.667,1.625,,阵雨
2021-07-20,59.0,19,35,0.6,14,110,2,2.26369,236,O3,27.917,75.208,1.667,,阴
2021-07-21,42.0,16,32,0.6,16,84,2,2.02262,288,—,27.000,83.250,1.792,,阴
2021-07-22,29.0,14,26,0.7,18,57,2,1.78601,87,—,25.750,85.833,1.708,,阴
2021-07-23,66.0,15,32,0.5,16,119,3,2.20446,110,O3,27.458,70.750,1.750,,阴
2021-07-24,86.0,27,53,0.5,18,143,3,3.04732,262,O3,28.958,71.875,1.875,,晴
2021-07-25,80.0,30,59,0.6,17,136,2,3.15833,307,O3,30.042,71.500,2.208,,晴
2021-07-26,68.0,29,59,0.7,16,121,2,3.03601,291,O3,29.583,73.333,1.958,,阴
2021-07-27,46.0,10,16,0.5,12,91,3,1.55804,190,—,26.208,84.750,2.042,,阴
2021-07-28,33.0,12,21,0.6,16,66,2,1.63869,8,—,26.583,80.417,1.375,,阴
2021-07-29,30.0,10,16,0.5,13,59,2,1.36637,134,—,24.042,89.917,1.750,,阴
2021-07-30,39.0,6,14,0.4,11,77,2,1.26101,7,—,25.208,76.375,2.167,,阴
2021-07-31,113.0,14,37,0.6,15,174,2,2.57440,51,O3,28.292,76.875,1.500,,霾
2021-08-01,41.0,5,18,0.4,9,82,3,1.28750,80,—,29.167,47.875,2.750,,阴
2021-08-02,55.0,5,19,0.4,12,105,2,1.50387,17,O3,28.167,53.000,1.792,,晴
2021-08-03,94.0,16,41,0.7,13,152,3,2.54286,120,O3,27.333,67.292,2.000,,阴
2021-08-04,99.0,30,50,0.7,14,158,3,3.13393,293,O3,27.542,79.750,2.000,,阴
2021-08-05,89.0,23,37,0.6,13,146,3,2.62321,310,O3,27.773,73.136,2.045,,阴
2021-08-06,84.0,24,43,0.6,16,140,2,2.75833,76,O3,27.750,63.000,1.583,,晴
2021-08-07,125.0,41,70,0.7,18,187,2,3.99851,286,O3,28.292,69.083,1.542,,晴
2021-08-08,106.0,40,75,0.8,19,166,3,3.97679,314,O3,28.292,71.917,1.542,,霾
2021-08-09,95.0,14,21,0.5,10,154,3,2.08750,249,O3,25.250,77.958,2.083,,阴
2021-08-10,93.0,14,30,0.6,16,151,2,2.35565,39,O3,26.792,70.458,1.458,,阴
2021-08-11,83.0,30,55,0.8,18,139,2,3.19494,232,O3,27.000,69.958,1.917,,阴
2021-08-12,90.0,26,48,0.9,14,147,3,2.97232,301,O3,26.458,76.917,1.958,,阴
2021-08-13,87.0,22,42,0.7,15,144,2,2.71190,238,O3,26.083,75.375,2.083,,阴
2021-08-14,64.0,22,35,0.7,12,116,2,2.36190,243,O3,25.083,80.958,1.750,,阴
2021-08-15,47.0,20,35,0.6,14,93,3,2.20268,137,—,24.875,80.250,1.625,,阴
2021-08-16,60.0,22,33,0.8,14,112,2,2.38333,197,O3,24.625,86.083,1.792,,阴
2021-08-17,57.0,9,18,0.5,11,108,2,1.62262,165,O3,25.318,71.136,1.545,,阴
2021-08-18,62.0,15,34,0.5,19,114,3,2.27679,170,O3,25.000,75.174,1.435,,阴
2021-08-19,41.0,14,21,0.6,14,82,2,1.74583,258,—,21.957,89.652,1.435,,阴
2021-08-20,60.0,8,17,0.6,12,112,2,1.65476,39,O3,24.000,80.818,1.727,,阴
2021-08-21,64.0,11,26,0.5,16,116,2,1.96905,182,O3,26.417,66.917,1.750,,晴
2021-08-22,85.0,33,68,0.8,18,142,2,3.48512,243,O3,26.875,78.750,2.208,,阴
2021-08-23,85.0,25,48,0.7,11,141,2,2.76458,294,O3,26.091,77.455,2.455,,阴
2021-08-24,48.0,8,19,0.4,12,95,3,1.54375,125,—,22.609,67.435,2.000,,晴
2021-08-25,39.0,5,17,0.4,15,78,3,1.39821,22,—,23.727,51.000,1.864,,晴
2021-08-26,41.0,5,15,0.4,13,81,3,1.33839,22,—,24.292,55.042,2.000,,晴
2021-08-27,49.0,8,22,0.4,16,98,3,1.70536,17,—,23.545,61.409,1.818,,晴
2021-08-28,38.0,9,24,0.4,19,76,3,1.70000,213,—,22.958,67.375,1.292,,晴
2021-08-29,85.0,17,39,0.5,17,141,3,2.52411,160,O3,24.333,71.083,1.625,,晴
2021-08-30,87.0,26,52,0.6,22,144,3,3.13571,287,O3,24.500,72.583,1.333,,雾
2021-08-31,83.0,23,37,0.6,19,139,3,2.72946,301,O3,23.583,77.458,1.500,,阴
2021-09-01,93.0,16,37,0.5,23,151,2,2.66280,156,O3,23.667,71.792,1.542,,晴
2021-09-02,95.0,21,44,0.5,21,153,2,2.86815,226,O3,24.217,72.652,1.826,,晴
2021-09-03,107.0,28,55,0.7,20,167,3,3.35446,177,O3,25.500,74.292,1.708,,阴
2021-09-04,48.0,20,31,0.8,16,96,2,2.24762,313,—,22.667,89.125,1.542,,阴
2021-09-05,44.0,14,23,0.5,14,87,3,1.79732,46,—,22.042,84.500,1.417,,阴
2021-09-06,33.0,5,10,0.4,12,65,3,1.14196,55,—,20.042,81.958,2.250,,阴
2021-09-07,70.0,11,27,0.5,17,123,2,2.05208,119,O3,21.583,74.792,1.792,,晴
2021-09-08,90.0,19,38,0.6,18,147,2,2.63780,148,O3,23.250,74.500,1.667,,晴
2021-09-09,64.0,32,50,0.7,23,116,2,3.13690,85,O3,22.292,79.667,1.542,,阴
2021-09-10,107.0,32,57,0.8,21,167,2,3.53065,233,O3,23.917,79.833,1.375,,霾
2021-09-11,108.0,42,72,0.9,23,168,3,4.12857,295,O3,25.917,79.833,1.375,,霾
2021-09-12,51.0,28,52,0.9,21,68,2,2.75119,269,PM10,23.083,78.167,2.125,,阴
2021-09-13,48.0,17,32,0.8,19,96,3,2.26786,221,—,23.792,80.167,1.375,,阴
2021-09-14,37.0,20,37,0.8,20,67,3,2.26875,161,—,23.542,74.250,1.833,,阴
2021-09-15,46.0,19,46,0.7,27,86,3,2.63750,185,—,22.383,71.500,1.333,,阴
2021-09-16,31.0,15,31,0.7,24,45,2,1.96101,210,—,22.004,78.208,1.375,,阴
2021-09-17,46.0,9,24,0.4,20,91,3,1.81875,100,—,21.929,62.375,1.500,,晴
2021-09-18,46.0,19,46,0.5,28,78,3,2.56250,184,—,20.825,73.333,1.500,,阴
2021-09-19,31.0,20,28,0.6,19,62,3,2.03393,275,—,18.248,92.217,1.696,,阴
2021-09-20,37.0,4,11,0.5,12,74,3,1.20893,132,—,18.017,83.333,2.833,,阴
2021-09-21,43.0,4,13,0.4,15,85,2,1.33958,19,—,21.354,59.708,1.958,,晴
2021-09-22,54.0,9,28,0.4,21,104,2,1.96548,34,O3,21.708,63.958,1.208,,晴
2021-09-23,78.0,21,49,0.7,29,133,3,3.08125,184,O3,22.546,71.375,1.833,,阴
2021-09-24,31.0,15,19,0.9,18,61,2,1.78958,233,—,19.396,93.917,2.000,,阴
2021-09-25,42.0,13,24,0.6,17,83,3,1.85804,31,—,20.708,80.625,1.458,,阴
2021-09-26,25.0,12,20,0.6,20,47,3,1.62232,146,—,19.458,91.250,1.333,,雨
2021-09-27,45.0,11,26,0.5,20,90,3,1.92321,10,—,21.513,76.667,1.375,,阴
2021-09-28,51.0,23,51,0.6,28,87,3,2.82946,200,PM10,20.700,82.458,1.833,,雾
2021-09-29,47.0,18,47,0.6,27,88,2,2.59405,245,—,22.038,65.083,1.667,,晴
2021-09-30,54.0,30,58,0.8,24,71,2,2.96280,287,PM10,20.271,81.625,1.958,,阴
2021-10-01,35.0,10,28,0.4,21,69,3,1.79196,154,—,19.613,56.174,1.913,,阴
2021-10-02,56.0,27,62,0.8,32,42,2,2.95298,198,PM10,19.308,81.750,1.292,,霾
2021-10-03,53.0,28,55,0.8,23,58,2,2.75655,253,PM10,20.475,79.083,2.000,,阴
2021-10-04,25.0,3,17,0.3,14,49,3,1.10982,40,—,16.658,53.208,2.417,,阴
2021-10-05,23.0,6,13,0.3,18,30,3,1.11964,1,—,13.213,85.250,1.375,,阴
2021-10-06,20.0,6,7,0.3,16,39,3,1.04018,5,—,11.108,91.042,1.042,,雨
2021-10-07,28.0,9,18,0.4,20,56,3,1.51429,11,—,12.738,77.667,1.208,,雾
2021-10-08,38.0,16,33,0.5,26,76,3,2.22857,52,—,14.213,75.957,1.130,,阴
2021-10-09,33.0,22,26,0.6,26,57,3,2.20625,256,—,13.721,94.625,1.458,,雾
2021-10-10,32.0,3,21,0.2,14,63,3,1.22946,158,—,14.517,40.208,2.583,,晴
2021-10-11,33.0,8,27,0.3,26,60,3,1.76429,179,—,11.771,54.792,1.417,,晴
2021-10-12,37.0,12,33,0.4,29,68,3,2.11429,241,—,11.946,63.792,1.333,,晴
2021-10-13,53.0,28,49,0.5,42,72,3,3.17500,222,NO2,15.254,62.500,1.375,,霾
2021-10-14,42.0,17,42,0.5,32,54,3,2.39821,254,—,16.383,71.083,1.417,,霾
2021-10-15,32.0,7,26,0.3,16,63,3,1.49018,226,—,15.488,48.667,2.625,,晴
2021-10-16,32.0,4,19,0.2,10,63,3,1.12946,54,—,8.563,24.667,3.042,,晴
2021-10-17,41.0,15,41,0.4,31,46,2,2.21012,192,—,8.108,51.958,1.875,,晴
2021-10-18,58.0,33,66,0.5,39,45,3,3.31696,270,PM10,9.492,59.083,1.833,,晴
2021-10-19,31.0,6,20,0.3,19,61,3,1.43839,56,—,9.138,34.125,1.958,,晴
2021-10-20,48.0,23,48,0.4,36,47,2,2.66994,166,—,7.404,63.875,1.500,,晴
2021-10-21,35.0,14,35,0.4,25,62,2,2.04583,242,—,10.833,50.042,1.833,,霾
2021-10-22,35.0,10,30,0.3,27,70,3,1.95179,82,—,10.954,43.875,1.375,,晴
2021-10-23,54.0,30,57,0.4,41,57,3,3.20268,179,PM10,9.421,60.583,1.417,,晴
2021-10-24,92.0,68,81,0.7,49,66,4,4.97917,233,PM2.5,9.613,71.375,1.333,,晴
2021-10-25,153.0,117,109,0.9,56,77,3,7.05625,314,PM2.5,11.379,76.042,1.167,,霾
2021-10-26,72.0,52,57,0.6,33,69,3,3.75625,328,PM2.5,14.808,49.417,1.958,,雾
2021-10-27,39.0,8,32,0.3,31,63,3,1.97946,23,—,14.525,35.458,1.583,,晴
2021-10-28,51.0,19,52,0.5,39,46,3,2.72321,109,PM10,12.042,59.667,1.083,,多云
2021-10-29,93.0,69,93,0.8,60,47,5,5.37708,182,PM2.5,11.917,71.583,1.375,,晴
2021-10-30,122.0,92,95,0.9,53,68,3,6.01071,308,PM2.5,12.146,73.000,1.208,,霾
2021-10-31,53.0,22,55,0.4,20,63,3,2.45804,118,PM10,13.779,43.042,2.292,,霾
2021-11-01,82.0,60,73,0.9,48,28,3,4.40714,284,细颗粒物:PM2.5,9.714,74.727,1.273,,霾
2021-11-02,92.0,68,76,0.8,51,20,2,4.66190,257,细颗粒物:PM2.5,9.192,80.833,1.458,,霾
2021-11-03,125.0,95,86,0.8,50,32,2,5.62619,264,细颗粒物:PM2.5,9.071,89.208,1.417,,阴
2021-11-04,165.0,125,103,0.9,50,34,2,6.76369,293,细颗粒物:PM2.5,9.675,87.750,1.625,,晴
2021-11-05,193.0,145,112,1.1,49,33,2,7.48244,309,细颗粒物:PM2.5,9.900,90.083,1.500,,阴
2021-11-06,107.0,80,73,1.0,30,47,3,4.67232,311,细颗粒物:PM2.5,8.421,88.833,2.542,,阴
2021-11-07,29.0,3,5,0.3,6,58,3,0.79464,12,—,-1.058,67.292,4.542,,阴
2021-11-08,32.0,4,14,0.2,8,63,3,1.00804,55,—,3.067,32.667,3.042,,晴
2021-11-09,34.0,4,13,0.5,9,67,2,1.10208,23,—,6.446,37.292,3.167,,晴
2021-11-10,36.0,4,15,0.2,12,71,3,1.17232,9,—,8.929,37.625,2.792,,晴
2021-11-11,32.0,5,16,0.2,13,63,2,1.17351,9,—,8.721,29.375,2.542,,晴
2021-11-12,42.0,14,41,0.4,33,53,3,2.29196,12,—,6.883,46.792,1.458,,晴
2021-11-13,56.0,20,61,0.5,33,60,3,2.81786,168,颗粒物:PM10,9.196,45.708,1.792,,晴
2021-11-14,62.0,22,73,0.5,37,44,3,3.04643,56,颗粒物:PM10,8.550,45.583,1.375,,晴
2021-11-15,75.0,34,99,0.6,35,40,4,3.72738,199,颗粒物:PM10,7.529,50.667,1.708,,晴
2021-11-16,72.0,52,87,0.8,43,30,3,4.24107,152,细颗粒物:PM2.5,5.967,74.458,1.458,,霾
2021-11-17,109.0,82,95,1.0,53,28,3,5.50000,213,细颗粒物:PM2.5,6.263,82.500,1.333,,雾
2021-11-18,128.0,97,96,1.1,60,17,3,6.07411,261,细颗粒物:PM2.5,4.838,89.750,1.292,,霾
2021-11-19,37.0,14,37,0.5,29,50,3,2.14107,166,—,7.704,36.917,2.500,,晴
2021-11-20,59.0,30,68,0.7,43,17,2,3.21815,124,颗粒物:PM10,6.425,54.667,1.458,,阴
2021-11-21,91.0,28,131,0.5,20,55,2,3.67351,221,颗粒物:PM10,4.479,49.333,3.333,,晴
2021-11-22,29.0,7,29,0.2,12,56,2,1.34762,151,—,0.854,20.750,3.458,,晴
2021-11-23,53.0,17,47,0.5,42,35,3,2.60089,134,二氧化氮,1.683,34.500,1.542,,晴
2021-11-24,65.0,31,80,0.7,49,30,3,3.66607,165,颗粒物:PM10,3.483,45.417,1.208,,晴
2021-11-25,69.0,37,87,0.8,51,34,3,4.03750,219,颗粒物:PM10,5.208,45.167,1.208,,晴
2021-11-26,53.0,21,56,0.5,39,53,2,2.86458,216,颗粒物:PM10,6.138,41.250,1.583,,晴
2021-11-27,79.0,58,89,1.0,57,21,3,4.78482,126,细颗粒物:PM2.5,3.888,74.042,1.250,,晴
2021-11-28,137.0,104,109,1.2,63,19,4,6.58899,266,细颗粒物:PM2.5,5.079,76.083,1.250,,霾
2021-11-29,79.0,58,53,0.7,32,36,2,3.64762,322,细颗粒物:PM2.5,3.658,72.708,2.000,,阴
2021-11-30,29.0,4,18,0.2,9,57,3,1.05268,46,—,3.308,30.292,3.958,,晴
2021-12-01,38.0,10,29,0.4,30,49,3,1.90625,4,—,3.058,32.917,1.750,,晴
2021-12-02,37.0,11,37,0.4,22,65,2,1.93244,76,—,5.800,35.000,2.292,,晴
2021-12-03,45.0,13,45,0.4,32,52,2,2.27262,23,—,6.671,33.292,2.042,,晴
2021-12-04,58.0,23,57,0.7,46,33,3,3.05268,120,二氧化氮,4.550,49.917,1.292,,晴
2021-12-05,79.0,58,92,1.0,63,15,4,4.95685,123,二氧化氮,3.475,64.750,1.250,,晴
2021-12-06,43.0,18,43,0.4,27,63,2,2.33065,278,—,7.188,34.792,2.667,,晴
2021-12-07,49.0,16,42,0.5,39,37,2,2.42173,39,—,3.104,51.917,1.292,,晴
2021-12-08,68.0,42,69,0.7,54,12,3,3.83571,98,二氧化氮,3.083,61.125,1.250,,阴
2021-12-09,123.0,93,64,1.0,59,5,2,5.36101,256,细颗粒物:PM2.5,3.367,91.250,1.333,,晴
2021-12-10,78.0,57,58,0.7,40,33,2,3.87173,222,细颗粒物:PM2.5,4.229,71.750,1.500,,霾
2021-12-11,41.0,20,41,0.5,23,62,3,2.29464,162,—,5.133,52.417,2.458,,霾
2021-12-12,28.0,5,17,0.2,13,56,2,1.14405,64,—,1.067,23.292,2.792,,晴
2021-12-13,57.0,24,49,0.6,45,27,2,2.86280,76,二氧化氮,-0.954,50.250,1.500,,晴
2021-12-14,69.0,48,75,0.8,55,21,3,4.19911,154,二氧化氮,-0.263,62.417,1.417,,晴
2021-12-15,87.0,64,96,1.2,58,13,3,5.08125,190,细颗粒物:PM2.5,-1.100,74.292,1.250,,晴
2021-12-16,51.0,20,51,0.4,18,63,2,2.27708,263,颗粒物:PM10,1.271,35.958,3.542,,晴
2021-12-17,29.0,8,23,0.3,14,57,3,1.38839,35,—,-4.013,20.417,3.000,,晴
2021-12-18,45.0,17,45,0.4,33,57,3,2.45982,70,—,-2.126,35.174,1.870,,晴
2021-12-19,70.0,34,84,0.7,56,26,3,3.95893,91,二氧化氮,1.385,42.400,1.250,,晴
2021-12-20,76.0,37,101,0.8,53,41,3,4.33125,231,颗粒物:PM10,2.842,48.958,1.458,,晴
2021-12-21,59.0,27,67,0.6,37,38,3,3.09107,178,颗粒物:PM10,3.454,50.375,2.375,,阴
2021-12-22,54.0,34,57,0.7,37,32,3,3.13571,52,颗粒物:PM10,1.850,55.458,1.708,,阴
2021-12-23,63.0,45,73,0.9,44,14,4,3.80774,124,细颗粒物:PM2.5,-1.988,67.750,2.000,,阴
2021-12-24,29.0,6,19,0.3,10,58,3,1.18036,134,—,-5.563,26.875,3.292,,阴
2021-12-25,29.0,5,14,0.3,8,58,2,1.01369,3,—,-7.646,19.500,3.625,,晴
2021-12-26,28.0,10,28,0.3,21,49,2,1.62530,9,—,-5.971,21.917,2.083,,晴
2021-12-27,57.0,23,52,0.6,45,32,3,2.92500,184,二氧化氮,-3.129,41.708,1.292,,晴
2021-12-28,65.0,35,62,0.9,52,22,4,3.61488,141,二氧化氮,-2.421,50.375,1.167,,霾
2021-12-29,42.0,11,42,0.3,20,65,2,1.92887,143,—,1.671,21.042,2.917,,晴
2021-12-30,36.0,11,36,0.3,21,67,3,1.89732,119,—,1.758,25.500,2.667,,晴
2021-12-31,62.0,21,47,0.7,49,30,4,2.92560,39,二氧化氮,-2.058,43.417,1.292,,晴
2022-01-01,52.0,24,54,0.6,33,65,4,2.90506,118,PM10,0.000,43.292,2.333,,晴
2022-01-02,32.0,13,29,0.3,25,48,2,1.81905,5,—,-1.746,30.542,2.208,,晴
2022-01-03,50.0,23,50,0.5,39,41,3,2.77768,65,—,-1.767,39.792,1.333,,晴
2022-01-04,58.0,33,57,0.9,46,30,5,3.40298,59,NO2,-2.367,52.458,1.417,,晴
2022-01-05,84.0,62,75,1.0,50,24,3,4.54286,137,PM2.5,-2.471,74.792,1.250,,霾
2022-01-06,79.0,58,66,1.0,48,40,3,4.35000,222,PM2.5,-1.400,60.917,1.417,,霾
2022-01-07,113.0,85,91,1.3,62,16,3,5.75357,218,PM2.5,-1.483,70.333,1.208,,霾
2022-01-08,73.0,53,60,0.9,43,60,3,4.09643,260,PM2.5,0.717,54.417,1.750,,晴
2022-01-09,65.0,47,67,0.9,43,26,3,3.81250,101,PM2.5,-0.279,70.458,1.875,,阴
2022-01-10,33.0,18,28,0.4,19,65,2,1.92887,156,—,-1.110,44.600,2.500,,阴
2022-01-11,33.0,11,25,0.4,26,44,2,1.72976,19,—,-3.829,29.875,1.708,,晴
2022-01-12,36.0,15,36,0.4,26,58,2,2.08869,74,—,-2.679,36.750,2.375,,晴
2022-01-13,29.0,11,24,0.4,23,52,2,1.69048,2,—,-2.300,31.348,1.913,,晴
2022-01-14,92.0,68,83,0.9,51,25,3,4.83482,51,PM2.5,-3.033,53.625,1.292,,晴
2022-01-15,59.0,42,57,0.6,30,63,3,3.35804,322,PM2.5,-1.700,44.417,2.542,,霾
2022-01-16,32.0,10,24,0.4,25,48,2,1.68690,5,—,-3.826,31.870,1.739,,晴
2022-01-17,42.0,17,36,0.5,33,54,2,2.32083,93,—,-1.665,34.087,1.739,,晴
2022-01-18,70.0,49,73,0.9,56,21,5,4.28244,116,NO2,-2.887,48.435,1.478,,晴
2022-01-19,79.0,58,79,1.2,41,29,6,4.39196,196,PM2.5,-3.000,55.417,2.042,,阴
2022-01-20,55.0,39,44,0.5,24,42,2,2.76369,89,PM2.5,-3.733,67.250,2.000,,阴
2022-01-21,80.0,59,56,0.8,35,32,3,3.81071,184,PM2.5,-3.263,66.792,1.917,,阴
2022-01-22,130.0,99,70,1.5,49,25,2,5.61815,265,PM2.5,-3.808,85.083,1.458,,阴
2022-01-23,160.0,122,75,1.5,46,27,2,6.28423,275,PM2.5,-1.975,84.292,1.375,,霾
2022-01-24,198.0,148,87,1.6,42,30,2,7.14226,331,PM2.5,-0.729,78.958,1.667,,阴
2022-01-25,92.0,68,64,0.8,23,63,3,4.07589,315,PM2.5,1.804,51.458,2.542,,阴
2022-01-26,30.0,11,15,0.4,16,59,3,1.44732,10,—,-1.325,35.542,2.333,,晴
2022-01-27,31.0,14,18,0.3,16,61,3,1.56339,29,—,-1.800,35.500,2.208,,晴
2022-01-28,30.0,15,22,0.4,17,60,3,1.69286,14,—,-1.829,33.292,2.167,,晴
2022-01-29,31.0,19,28,0.5,22,62,2,2.03869,153,—,-1.854,36.458,1.542,,晴
2022-01-30,117.0,88,112,1.0,32,56,3,5.56429,209,PM2.5,-1.817,65.083,1.667,,霾
2022-01-31,35.0,8,14,0.2,6,69,2,1.09315,317,—,-1.492,30.500,3.625,,阴
2022-02-01,36.0,7,12,0.3,9,72,2,1.15476,17,—,-2.892,31.542,2.417,,晴
2022-02-02,37.0,12,19,0.4,14,74,2,1.56012,31,—,-3.338,38.500,1.500,,晴
2022-02-03,39.0,7,13,0.3,9,78,2,1.20655,71,—,-2.208,31.542,2.625,,晴
2022-02-04,39.0,5,10,0.2,5,77,2,0.97530,47,—,-3.171,24.333,3.292,,晴
2022-02-05,38.0,7,13,0.2,7,76,2,1.11905,16,—,-1.563,22.542,2.500,,晴
2022-02-06,38.0,8,16,0.3,11,76,2,1.31548,13,—,-0.204,29.458,1.667,,晴
2022-02-07,36.0,11,21,0.4,17,71,2,1.61637,28,—,-0.154,29.208,1.625,,晴
2022-02-08,36.0,15,26,0.4,22,71,2,1.92708,114,—,-0.254,34.833,1.375,,晴
2022-02-09,55.0,39,56,0.7,37,62,4,3.46845,143,PM2.5,-0.338,41.750,1.375,,晴
2022-02-10,77.0,56,80,0.7,36,82,3,4.38036,229,PM2.5,1.858,43.083,1.500,,霾
2022-02-11,69.0,50,74,0.7,29,77,3,3.91696,239,PM2.5,2.867,39.875,2.000,,多云
2022-02-12,57.0,35,63,0.6,21,57,4,2.99792,218,PM10,-0.904,54.208,1.917,,阴
2022-02-13,68.0,49,68,0.8,21,49,2,3.43601,186,PM2.5,-4.196,79.542,1.500,,阴
2022-02-14,39.0,13,17,0.3,10,77,2,1.45387,148,—,-5.604,42.167,3.208,,霾
2022-02-15,35.0,14,20,0.3,14,70,2,1.58155,11,—,-7.083,40.917,2.042,,晴
2022-02-16,37.0,14,21,0.3,14,73,2,1.61458,6,—,-5.279,35.792,2.083,,晴
2022-02-17,38.0,26,37,0.5,24,67,3,2.46518,72,—,-4.729,48.625,1.958,,阴
2022-02-18,48.0,33,44,0.4,21,74,2,2.69226,243,—,-1.629,45.333,2.250,,阴
2022-02-19,37.0,8,15,0.2,6,74,2,1.13869,72,—,-2.483,21.625,3.625,,晴
2022-02-20,36.0,9,21,0.3,12,72,2,1.41548,55,—,-1.633,27.542,2.292,,晴
2022-02-21,36.0,8,19,0.3,9,72,2,1.28333,49,—,-0.467,23.208,2.750,,晴
2022-02-22,38.0,11,19,0.3,12,76,2,1.46905,56,—,-1.333,25.917,2.250,,晴
2022-02-23,35.0,15,27,0.4,26,69,2,2.02887,61,—,-0.575,32.667,1.375,,晴
2022-02-24,46.0,25,46,0.5,34,65,3,2.80268,98,—,2.183,34.458,1.542,,晴
2022-02-25,84.0,62,103,0.8,49,69,5,5.18244,209,PM2.5,4.650,42.000,1.583,,晴
2022-02-26,42.0,8,20,0.3,15,83,2,1.51637,254,—,6.879,21.792,2.833,,晴
2022-02-27,53.0,22,55,0.5,38,65,3,2.94554,28,PM10,7.025,27.083,1.708,,晴
2022-02-28,76.0,52,102,0.8,42,76,7,4.78452,174,PM10,7.842,36.417,2.625,,晴
2022-03-01,38.0,7,19,0.3,12,76,2,1.35476,16,—,6.670,21.478,3.174,,晴
2022-03-02,43.0,16,43,0.4,25,82,3,2.35893,68,—,7.496,28.167,1.750,,晴
2022-03-03,61.0,26,72,0.6,28,74,4,3.15060,15,PM10,5.763,32.958,1.833,,晴
2022-03-04,72.0,25,94,0.4,22,83,3,3.27589,191,PM10,5.950,35.458,3.375,,晴
2022-03-05,40.0,7,31,0.2,12,80,2,1.52619,40,—,5.713,15.261,2.391,,晴
2022-03-06,52.0,22,53,0.4,35,75,5,2.91280,64,PM10,4.563,28.583,2.042,,晴
2022-03-07,53.0,26,56,0.5,34,82,4,3.09702,178,PM10,8.417,30.000,1.833,,晴
2022-03-08,77.0,56,103,0.8,50,83,5,5.12351,143,"PM10,PM2.5",8.500,39.125,1.583,,晴
2022-03-09,134.0,102,171,1.0,51,125,7,7.78006,255,PM2.5,10.275,49.917,1.625,,晴
